x,y,z
0.7619477047076959,-0.5899877590666298,-0.26711446879982
-0.31893243043854297,-0.850892471789569,-0.41744952541163755
-0.3173687062786113,0.8604822425990821,-0.3985566640349835
-0.0026619357291796215,-0.8613969256606879,0.5079254379931061
0.7630311790452351,0.5943457976748284,-0.25404033654345165
-0.001094480326844346,0.8499780188617241,0.5268170171555894
0.7922416760179237,-0.007461176899120762,0.6101618290417641
-0.20918891052794486,-0.010602151555418908,0.9778177714147596
-0.7639222496354167,0.007821231971084927,-0.6452608967250522
-0.9462646015249679,-0.0027042177930840894,0.323382113152415
0.2530681898957478,0.010448454395383567,-0.9673920203638425
