x,y,z
-0.4286428152263229,-0.8975306528811238,-0.1034604470009487
0.4424947149997354,0.2439664703870022,-0.8629477322087417
-0.44248371689539795,-0.24398626582863392,-0.8629477749953541
0.9877809476844188,-0.11655361765043357,-0.10346039630828673
-0.9877788826191394,0.11655389847256138,-0.10347979417515353
-0.4049644436231589,0.7344662228666015,-0.5445761350528068
0.4286414321297494,0.8975290883336545,-0.1034797480510861
0.40496999077997714,-0.7344762736300262,-0.5445584542013978
-0.691951816682516,-0.3815069108008135,0.6129071384810145
0.4180684916761903,-0.7582324864094429,0.5003021415314441
-0.41807191348183426,0.7582386021472951,0.5002900132636603
-2.5097824254352063e-16,-6.920457809956233e-17,0.9999999999999998
0.6919380621398851,0.3815318495093831,0.6129071430258011
