x,y,z
0.20063444914213463,0.9769275519175221,-0.0732009297882831
0.691206972346392,0.4717697370597174,0.5474177897861368
0.9828700119538676,-0.16912488610081491,-0.0732346400495733
0.6940336085741048,-0.33713358045641334,0.636127580834415
-0.07809354055498012,-0.5592843319906553,-0.8252893037676873
0.06106166887068625,-0.7691472682402545,0.636147744123392
-0.6940336201672048,0.33713360434339174,0.6361275555264347
-1.0652739888494292e-16,3.034214219362553e-18,0.9999999999999999
-0.6912069950457248,-0.4717696990207164,0.5474177939067764
-0.7814021057228775,-0.5333516707055205,-0.32395484951993353
-0.9828700097534525,0.16912488795852107,-0.07323466529087048
0.5492673136853901,-0.13103869444418592,-0.8253085960264792
0.5524675165915883,-0.8094179889253664,-0.19905316454439498
-0.06106167479689076,0.7691472547902899,0.6361477598165063
-0.5524675053557233,0.8094179895490333,-0.19905319319323783
0.078093547237628,0.5592843147176754,-0.8252893148409377
-0.2006344429824923,-0.976927552943813,-0.07320093297437111
-0.5492673165966897,0.13103868214163195,-0.8253085960422658
0.781402115003841,0.5333516548888995,-0.32395485317370415
