x,y,z
0.8712806638907059,-0.14166445788988677,0.4698948670723432
0.4901048309798897,0.6500399676070988,0.5807282455361852
0.7495703174848084,-0.5742136820499223,-0.32927645906197744
0.12131289100645105,0.9364749785701978,-0.3290863062900136
-0.8200573622069496,0.5370933006783636,-0.19757709648792907
-2.1581377862732344e-17,-4.74919029091403e-18,1.0
-0.31221578863205507,0.8248204990057623,0.4713729370135169
-0.8086961341156329,0.09957274172056702,0.5797377267115532
-0.3517699687801324,0.37112585909769236,-0.859373891722005
-0.557886920694277,-0.6825059417641408,0.47217350960732735
-0.14607840262579888,-0.4915568612504795,-0.8585062332003606
0.8744720149552279,0.4431287156689689,-0.1973211504368291
-0.8720292223637901,-0.36265953001382867,-0.32869910348790476
-0.05538861221359107,-0.9790488883785451,-0.19594738018607868
0.3190625384997262,-0.7490943393514863,0.5805659026137093
0.4983336872705175,0.11849999577146164,-0.858848815062077
