x,y,z
0.8491538224491386,0.08588135677118973,-0.5211162810536208
-0.4904821771886085,0.6833174531444678,-0.540836844240923
0.17594899157071886,-0.9843992362425564,-0.0003099198586041136
-0.7149960393863745,-0.07137485154082854,-0.6954755885214969
0.4226062793835967,-0.5739329999669934,-0.7014305697461727
-0.3436145380307038,-0.7663559271228442,0.5427961332006995
0.0005437541938484967,0.0009112176778236361,-0.9999994370067016
-0.8574338952999475,-0.5145939244458847,-0.000456195289021361
0.8617312569935832,-0.5073649891539712,-9.220113634003318e-05
0.4224067751115714,-0.5744190616090997,0.7011528064551718
0.8490317207621845,0.08542355150287308,0.5213904045801376
0.7437677324819374,0.6684380233558311,0.00041115790953956356
0.2987070364224633,0.6474895998588244,-0.7010929499477003
-0.9441041841731892,0.3296472052091492,-9.75934109690878e-05
-0.3433954052034276,-0.7659195764221333,-0.5435501799636475
-0.02228806996855749,0.9997514429402516,0.0005424720835314515
-0.7154099901396777,-0.0720127926667009,0.6949839593117879
0.2985326787211737,0.6467362271915114,0.7018621603802632
-0.49069600312791123,0.6827809116798308,0.5413202925809747
-3.642832675138522e-16,-7.857496643704691e-17,1.0
