x,y,z
0.7769941224585613,0.1796554495471912,0.6033274841351475
-0.7356963166567289,0.42691281038794027,0.5258292327214158
0.9290542022297495,-0.3699289137143236,0.003299714742766739
-0.9370497645155748,0.10450781178513732,-0.33319042017619316
0.14722644846936667,0.8377520665819186,0.5258287247848117
3.576354918437953e-17,-1.9761959023740083e-16,1.0
-0.5863891743793248,-0.7916895941988316,-0.1713923061517718
-0.05360434159807743,0.5404071985574082,-0.8396943695828682
-0.6707075334077046,-0.4596254022886654,0.5821476566998572
0.6244324212906684,-0.06964236172093198,-0.7779679252353554
-0.39534736747428934,0.901181115318595,-0.1776880874574379
0.2465872136476744,-0.7917946928085526,0.558798631445788
0.27558550285690303,-0.884907438479529,-0.37548829001542294
0.690462427109657,0.6872864417321121,-0.2256080312423591
-0.3115478652091297,-0.3101145300008271,-0.8982020407269179
