x,y,z
0.3257825567290627,-0.8280445532140971,-0.45629808636848496
0.554673428015041,0.695793358347691,-0.45629923376363996
8.498562725426958e-17,-1.2999638492860267e-16,1.0
0.13230767520357825,0.8806852518974975,0.45484960830198096
0.6957796379379518,-0.5546908275541719,0.45629900422661535
-0.5546731242766136,-0.6957933985952519,-0.45629954161327985
3.7080430844131515e-07,9.112840976152019e-08,-0.999999999999927
-0.8280528643701489,-0.3257617255628829,0.45629787635565944
-0.3257825281367903,0.8280444962081094,-0.4562982102312696
-0.6957796376018717,0.5546905183816727,0.4562993805782333
-0.8806879860808284,0.13228582503303649,-0.4548506696358965
0.8280523648434293,0.3257617292003159,0.45629878025875137
0.880688283548003,-0.1322856837275051,-0.4548501347719035
-0.13230800550197686,-0.8806846863574056,0.4548506072279629
