x,y,z
-0.07764793979868889,0.7900421813050259,0.6081152433575526
0.5058314634614138,0.8626323264123408,-9.575349795093672e-07
0.7273834131511974,0.3179865625298658,0.6081101185829375
-0.7753733934656377,0.17028827291781332,-0.6081101913405577
0.5271956795462428,-0.5935159139351299,0.6081147715468871
0.9767214164897315,-0.21451171196166954,-1.2513306650315898e-06
0.5271940429586871,-0.5935162920551138,-0.6081158213153334
0.09781690241111382,-0.9952044280461497,1.7417867872149931e-07
-0.7753717474801385,0.17028865456359518,0.6081121831837584
0.72738177982087,0.31798617846383825,-0.6081122730964958
7.354267923802804e-17,-1.5493274957821077e-16,0.9999999999999999
-2.7268670996202978e-06,-6.398535102191027e-07,-0.9999999999960772
-0.664096648214143,0.7476467359858565,6.599072562842372e-07
-0.4015573969843006,-0.6848009998177929,-0.6081112131639603
-0.4015557472594297,-0.6848006130645167,0.60811273805881
-0.9162695909911132,-0.4005621507620365,1.3673702623951353e-06
-0.07764957315341149,0.7900417761153812,-0.6081155612065411
