x,y,z
-0.8210785351097847,-0.382769155381488,0.4234593402801644
-0.3099307578823492,-0.8512499716014302,-0.4234576852142803
0.851249779736913,-0.30993012583010177,-0.42345853350805707
0.8210776049804377,0.38277148344793466,0.4234590394107272
-0.8512489543268328,0.3099306051468841,-0.42345984195760517
-0.3827699302089243,0.8210784301881559,0.4234588433456182
-2.081249058873019e-17,-4.972953791346898e-17,0.9999999999999999
1.3543580990317923e-07,-2.263057604279467e-06,-0.9999999999974302
0.3099299777608108,0.851248753560026,-0.423460704726761
0.38277069126352753,-0.821077698486024,0.4234595741727128
