x,y,z
-0.31369196887722123,0.837613538287798,0.4472146119470245
0.6996824711034898,0.5571762456609066,0.44721255673530774
-0.6996816449443924,-0.5571764727766737,-0.4472135663327461
0.31369275452548306,-0.837613876558823,-0.4472134272965376
-0.23855340576032347,-0.8620279355225511,0.44721371957809924
0.746120331679828,-0.4932590436589063,0.44721355804881907
-1.3333620342390995e-16,-5.270434420485714e-17,1.0
-0.8935544421721084,-0.03950338540072398,0.4472135300014677
-0.7461200501281918,0.49326071389757764,-0.44721218556962006
0.8935536658791396,0.03950205753667222,-0.44721519836016316
-1.7458614132741085e-06,3.2852012241462363e-07,-0.9999999999984218
0.23855434302061732,0.8620277380521716,-0.44721360025680995
